Date,Source ,Text
05/05/2022,Apple4ever,Apple is developing car crash detection. Currently car crash is detected as a hard fall triggered by G-forces involved. Example: Surrey Police Road Policing Unit responded to Apple Watch fall detection alert after a driver that was involved in a collision was knocked unconscious.
5/21/2022,AndrewFS02,"Could have been Surrey. I was told no collision, no further action. Complaining got nowhere."
3/29/2022,Trucker World,"#Worthing pensioner dies after West #Sussex collision More Details Here: https://truckerworld.uk/l/ery A 30-year-old woman from Aylesford, #Kent, also lost her life in the incident at Cowfold. #Sussex Police has launched an appeal for... #A272 #Baldwin #Ford #Surrey #White"
05/01/2022,Frank - @chillaxbcn.bsky.social,"""UK driving licences of residents in Spain no longer valid from May 1st"" Another #Brexit benefit! This just reminds me of a driving licence story of mine. Years ago I had a car accident on Tower Bridge, London. Had to go to the police station in Surrey Quays. The police....."
3/30/2022,it's fricken bats ??,@AM730Traffic accident in Surrey/delta by serpentine river 91/99 connector is completely stopped. 4/5 car accident one car completely flipped over. Hopefully everyone's okay!
03/06/2022,Maria Herlihy EA,#Exercise Heron @Hampton court. Organised by Surrey FRS the exercise scenario was the simulation of a collision between two vessel mid channel on the river Thames. Great demonstration of collaborative working.? @EnvAgencySE ? ? @MarkHill03 ? ? @MoretonBack1 ? ? me
5/20/2022,me,Two lanes closed on the #M25 in Surrey anti-clockwise between J6 (Godstone) and J5 (Sevenoaks) after serious collision.
01/06/2022,David Walsh,"Surrey closed their schools, wife's daycare is closed, but Safeway wanted daughter to come in. Good one. Get into a car accident for min wage."
05/10/2022,AndrewFS02 @AndyRides@mastodon.online ?,"Replying to @JimsWheels and @righttobikeit Except in Surrey. I was told no collision, no further action. I was able to brake and avoid the oncoming car on my side of the road. So it was okay. I complained, they investigated themselves. And said no fault."
5/15/2022,GREEN MAG,"Boy, 17, killed in ësingle-vehicle collisioní as three others taken to hospital in horror smash in Surrey https://prospectorpolitics.wordpress.com/2022/05/15/boy-17-killed-in-single-vehicle-collision-as-three-others-taken-to-hospital-in-horror-smash-in-surrey-2/"
05/04/2022,Jose F. Valentin,#UKNews Surrey traffic accident: HUGE multi-vehicle collision grinds M3 to a standstill http://dlvr.it/SPm1K9
5/14/2022,Published Times,"Boy, 17, killed in ësingle-vehicle collisioní as three others taken to hospital in horror smash in Surrey https://yaaktea.com/2022/boy-17-killed-in-single-vehicle-collision-as-three-others-taken-to-hospital-in-horror-smash-in-surrey/7994/"
1/25/2022,Eagle Valley News,Semi-driver from Surrey dies following collision outside of Golden http://dlvr.it/SHnPXh
1/25/2022,Lake Country Calendar,Semi-driver from Surrey dies following collision outside of Golden http://dlvr.it/SHnPXl
5/15/2022,Andrew Raeburn,"Sad cricket news. Former Australia all-rounder Andrew Symonds has been killed in a car crash. He played county cricket for Gloucestershire, Kent, Lancashire and Surrey."
1/30/2022,Vinyl lost in Heaven too,"A Beard of Stars is the fourth studio album by English psychedelic rock band T. Rex, Marc Bolan died in a car crash two weeks before his 30th birthday 16 September 1977. Mickey Finn died in Croydon, Surrey, on 11 January 2003, aged 55. R.I.P. Fellas."
